Ligand name	Receptor protein name	Receptor protein organism source	Affinity value	Wet lab method for affinity measurement	Corresponding complex PDBID
Ligand name	Receptor protein name	Receptor protein organism source	Affinity value	Wet lab method for affinity measurement	corresponding complex PDBID
hIgG1	Fc RIIa	Homo sapiens	Kd=0.69 ?M	surface plasmon resonance	
hFc1	Fc RIIa	Homo sapiens	Kd=0.56 ?M	surface plasmon resonance	
mIgG2a	Fc RIIa	Homo sapiens	Kd=0.80 ?M	surface plasmon resonance	
hIgG1	Fc RIIb	Homo sapiens	Kd=1.67 ?M	surface plasmon resonance	
hFc1	Fc RIIb	Homo sapiens	Kd=1.40 ?M	surface plasmon resonance	
mIgG2a	Fc RIIb	Homo sapiens	Kd=1.37 ?M	surface plasmon resonance	
hIgG1	Fc RIIIb-NA2	Homo sapiens	Kd=1.57 ?M	surface plasmon resonance	
hFc1	Fc RIIIb-NA2	Homo sapiens	Kd=1.42 ?M	surface plasmon resonance	
hIgG1	Fc RIIb	Homo sapiens	Kd=2.52 ?M	surface plasmon resonance	
hFc1	Fc RIIb	Homo sapiens	Kd=1.57 ?M	surface plasmon resonance
