Ligand name	Receptor protein name	Receptor protein organism source	Affinity value	Wet lab method for affinity measurement	Corresponding complex PDBID
Ligand name	Receptor protein name	Receptor protein organism source	Affinity value	Wet lab method for affinity measurement	corresponding complex PDBID
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=1.86 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=0.71 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=3.27 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=4.55 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=1.85 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=1.48 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=0.48 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=1.22 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=0.84 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=0.58 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=0.67 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=0.94 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=1.18 nM	surface plasmon resonance	
uPA	urokinase-type plasminogen activator receptor (uPAR)	Homo sapiens	Kd=0.96 nM	surface plasmon resonance
